koi_disposition,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad
CONFIRMED,CANDIDATE,0,0,0,0,3.689920099,170.36571,0.151,2.6557,4.27E+02,1.89,1147,408.99,35.6,5880,4.518,0.917
CONFIRMED,CANDIDATE,0,0,0,0,4.431238488,171.015,0.405,3.15,1.01E+03,3.25,1104,351.23,71.1,5714,4.428,1.015
CONFIRMED,CANDIDATE,0,0,0,0,11.37936986,133.84992,0.911,2.6255,1.02E+03,3.95,806,99.68,37.9,5714,4.428,1.015
CONFIRMED,CANDIDATE,0,0,0,0,26.39432897,176.05459,0.602,3.573,1.51E+03,3.07,489,13.49,48.2,5129,4.595,0.763
CONFIRMED,CANDIDATE,0,0,0,0,13.57078281,136.279194,0.866,3.3539,5.12E+02,2.64,785,89.61,88.4,5854,4.406,1.012
CONFIRMED,CANDIDATE,0,0,0,0,7.12594387,139.00492,0.898,3.0014,1.92E+02,1.79,997,233.31,47.1,5779,4.339,1.087
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,7.442652004,169.9717797,0.137,2.3078,2.44E+04,15.03,967,206.78,835.6,6108,4.469,0.956
CONFIRMED,CANDIDATE,0,0,0,0,16.38489988,172.72782,0.001,3.0249,1.13E+03,2,433,8.35,28.9,4126,4.661,0.615
CONFIRMED,CANDIDATE,0,0,0,0,7.8774163,176.3759,0.041,2.0805,1.31E+03,2.16,553,22.18,38.7,4126,4.661,0.615
CONFIRMED,CANDIDATE,0,0,0,0,36.4454001,151.60125,0.028,4.007,1.12E+03,1.99,332,2.88,21.7,4126,4.661,0.615
CONFIRMED,CANDIDATE,0,0,0,0,3.728732147,171.793255,0.558,2.683,5.23E+03,6.02,1023,258.34,345.2,5497,4.577,0.809
CANDIDATE,CANDIDATE,0,0,0,0,40.4195037,173.56469,0.911,3.362,6.26E+03,7.51,467,11.29,36.9,5446,4.507,0.781
CONFIRMED,CANDIDATE,0,0,0,0,2.243380573,170.679233,0.915,1.1196,8.22E+02,1.99,822,107.6,38.9,4149,4.698,0.564
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,10.40599802,177.197466,0.324,6.5036,1.45E+04,11.23,833,113.94,745.2,5746,4.393,0.924
CONFIRMED,CANDIDATE,0,0,0,0,2.337437946,171.761982,0.28,1.9982,9.71E+02,2.34,1070,311.16,82.4,5005,4.595,0.765
CANDIDATE,CANDIDATE,0,0,0,0,7.2406612,137.75545,1.198,0.558,5.56E+02,19.45,734,68.63,13.7,5005,4.595,0.765
CANDIDATE,CANDIDATE,0,0,0,0,3.43591631,132.6624,0.624,3.133,2.32E+01,0.55,1272,617.61,8.7,5779,4.339,1.087
CONFIRMED,CANDIDATE,0,0,0,0,11.59822233,180.395376,0.679,2.5237,2.80E+03,2.65,396,5.82,71,3688,4.79,0.473
CONFIRMED,CANDIDATE,0,0,0,0,6.575315881,173.634044,0.39,4.3084,2.79E+03,5.31,1015,251.38,221.1,5992,4.415,0.989
CONFIRMED,CANDIDATE,0,0,0,0,7.275040844,169.994217,0.547,7.5377,3.00E+03,4.86,833,113.64,312.1,5485,4.556,0.867
CONFIRMED,CANDIDATE,0,0,0,0,19.27153892,186.77093,0.031,2.7594,1.22E+03,1.93,393,5.66,37.1,4077,4.702,0.56
CONFIRMED,CANDIDATE,0,0,0,0,10.06524317,136.28906,0.628,1.369,1.05E+03,1.91,488,13.43,30.3,4077,4.702,0.56
CONFIRMED,CANDIDATE,0,0,0,0,12.3935651,178.74725,0.883,3.8896,9.17E+02,2.66,677,49.68,35.8,5557,4.603,0.75
CONFIRMED,CANDIDATE,0,0,0,0,43.84439721,151.93538,0.852,6.802,6.15E+02,2.87,531,18.77,83.7,5854,4.406,1.012
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,3.341913228,171.63943,1.213,3.813,7.25E+02,21.55,1032,268.67,39,5295,4.551,0.811
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1.626630225,169.820171,1.26,2.1145,1.62E+03,32.43,1547,1355.88,103.6,5735,4.41,0.973
CONFIRMED,CANDIDATE,0,0,0,0,2.711504086,170.03417,0.023,3.0099,8.38E+02,3.12,1420,960.79,64.5,6214,4.442,1.076
CONFIRMED,CANDIDATE,0,0,0,0,7.21203748,172.81782,0.012,4.0491,9.50E+02,3.32,1025,260.58,51.5,6214,4.442,1.076
FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,14.1798187,171.50237,0.1601,2.505,4.60E+02,1.88,711,60.35,11.2,5799,4.539,0.878
CONFIRMED,CANDIDATE,0,0,0,0,8.47237911,174.16212,0.022,2.7245,1.12E+03,2.59,751,75.44,47.6,5354,4.587,0.788
CONFIRMED,CANDIDATE,0,0,0,0,60.4189369,181.16367,0.094,5.039,9.31E+02,2.36,390,5.49,20.1,5354,4.587,0.788
CONFIRMED,CANDIDATE,0,0,0,0,12.61190435,180.892284,0.55,5.1497,6.11E+03,7.4,753,76.15,277.2,5795,4.508,0.919
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.433769925,170.403536,1.268,1.8868,1.98E+03,46.58,1920,3209.29,112.6,6017,4.22,1.339
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,10.31872301,173.31543,1.215,3.836,8.72E+02,28.59,876,139.26,38.2,5927,4.409,1.06
CONFIRMED,CANDIDATE,0,0,0,0,2.539183147,169.67494,0.238,2.4282,3.82E+02,2.06,1332,743.09,38.9,5519,4.35,1.062
CONFIRMED,CANDIDATE,0,0,0,0,6.770300385,170.57662,0.838,2.0844,1.30E+03,2.77,812,102.87,50.8,5653,4.656,0.679
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,0.444291966,169.865406,1.258,2.0792,1.10E+04,27.51,1836,2706.26,299.7,5255,4.678,0.636
CANDIDATE,CANDIDATE,0,0,0,0,10.181584,177.141891,0.92,3.5089,5.74E+03,7.73,812,102.91,183.6,5988,4.541,0.836
CONFIRMED,CANDIDATE,0,0,0,0,20.06036336,147.46554,0.556,3.3203,1.49E+03,1.96,361,4,35.2,3950,4.754,0.493
CONFIRMED,CANDIDATE,0,0,0,0,46.1842039,165.23729,0.013,4.758,1.39E+03,1.83,273,1.32,26,3950,4.754,0.493
CONFIRMED,CANDIDATE,0,0,0,0,23.9800854,147.537,0.95,5.351,1.04E+02,1.31,649,41.94,17.1,5854,4.406,1.012
CONFIRMED,CANDIDATE,0,0,0,0,7.82502168,136.54995,0.708,2.186,5.21E+02,1.2,494,14.05,15.9,3950,4.754,0.493
CONFIRMED,CANDIDATE,0,0,0,0,3.895936525,170.527552,0.524,2.3111,8.54E+03,7.34,1005,241.62,370.8,5557,4.592,0.774
CONFIRMED,CANDIDATE,0,0,0,0,22.36646466,175.45862,0.4,5.228,9.87E+02,2.32,536,19.45,32.1,5395,4.615,0.734
CONFIRMED,CANDIDATE,0,0,0,0,1.625522174,170.8266564,0.076,2.38963,7.97E+03,9.73,1579,1467.41,799.7,5539,4.322,1.106
CANDIDATE,CANDIDATE,0,0,0,0,19.62034692,181.881819,0.458,2.0038,2.17E+04,13.6,643,40.39,340.5,5710,4.492,0.905
FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,7.544039,171.7982,1.175,6.222,3.23E+02,17.47,838,116.46,14.2,5657,4.567,0.824
CONFIRMED,CANDIDATE,0,0,0,0,9.02930689,177.20422,0.024,3.1449,1.02E+03,2.57,757,77.75,53.9,5349,4.526,0.82
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,10.32803571,174.581054,0.281,7.7915,1.69E+04,13.28,843,119.31,636.8,5627,4.359,1.024
CONFIRMED,CANDIDATE,0,0,0,0,143.2063047,154.23552,0.379,8.9302,1.06E+04,8.9,308,2.14,138.8,5485,4.556,0.867
CONFIRMED,CANDIDATE,0,0,0,0,6.164876,135.63916,0.646,3.262,5.58E+01,0.79,1021,256.35,14.4,5854,4.406,1.012
CONFIRMED,CANDIDATE,0,0,0,0,60.32494216,243.892578,0.224,6.6188,2.03E+04,12.19,411,6.77,347.2,5485,4.556,0.867
CONFIRMED,CANDIDATE,0,0,0,0,29.1598615,150.69922,0.3619,4.803,4.88E+02,1.91,524,17.85,11.6,5485,4.556,0.867
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1.540397253,170.50479,1.225,2.1541,8.16E+02,25.69,1470,1105.68,38.8,5663,4.53,0.915
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,2.99025443,171.9834,0.014,5.414,5.89E+02,1.7,918,168.45,48.5,4667,4.578,0.731
CONFIRMED,CANDIDATE,0,0,0,0,1.594745374,170.6483505,0.514,1.9604,1.50E+04,11.3,1539,1329.42,1009.3,5934,4.491,0.893
CONFIRMED,CANDIDATE,0,0,0,0,4.783002698,170.508434,0.003,2.335,1.01E+03,2.5,886,145.48,70.6,5170,4.574,0.807
CONFIRMED,CANDIDATE,0,0,0,0,20.50588921,181.43428,0.26,4.0595,2.11E+03,3.41,518,17.06,78.5,4905,4.544,0.761
CONFIRMED,CANDIDATE,0,0,0,0,3.340218842,171.979062,0.466,1.9104,1.63E+03,2.03,656,43.73,71.6,3950,4.754,0.493
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,2.507089906,171.002455,1.255,2.0067,1.34E+03,30.26,1326,730.47,64.9,5926,4.506,0.939
CONFIRMED,CANDIDATE,0,0,0,0,18.64932728,174.771,0.08,4.4056,8.94E+02,3.12,701,57.13,46.1,5775,4.405,1.053
CONFIRMED,CANDIDATE,0,0,0,0,4.90144976,138.60548,0.529,4.1654,1.41E+02,1.7,1262,598.74,50.6,5847,4.191,1.402
CONFIRMED,CANDIDATE,0,0,0,0,9.75192101,138.78608,0.949,4.793,4.18E+02,2.76,870,135.66,28.5,5775,4.405,1.053
CONFIRMED,CANDIDATE,0,0,0,0,38.5576546,163.85063,0.911,5.794,9.93E+02,4.02,550,21.71,39.7,5775,4.405,1.053
CONFIRMED,CANDIDATE,0,0,0,0,3.525632539,170.0479951,0.12,2.59959,2.23E+04,11.58,975,213.12,1996.7,5150,4.572,0.793
CANDIDATE,CANDIDATE,0,0,0,0,34.84398644,172.633252,0.934,2.9315,4.52E+03,7.61,511,16.1,76.8,5509,4.482,0.871
CONFIRMED,CANDIDATE,0,0,0,0,7.748094239,174.997206,0.517,3.5957,2.47E+03,5.52,964,204.39,113.2,5973,4.439,1.085
CONFIRMED,CANDIDATE,0,0,0,0,23.96793669,186.22182,0.416,3.827,1.18E+03,1.8,329,2.77,27.5,3747,4.728,0.524
CONFIRMED,CANDIDATE,0,0,0,0,8.29561738,135.79284,0.888,1.3421,8.24E+02,1.82,469,11.39,17.9,3747,4.728,0.524
CONFIRMED,CANDIDATE,0,0,0,0,8.11437482,176.33968,0.573,2.2736,1.56E+03,2.1,460,10.55,56.4,3692,4.753,0.517
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,38.03672948,196.934947,0.501,4.34617,8.29E+04,27.5,500,14.81,1300,5575,4.521,0.932
CANDIDATE,CANDIDATE,0,0,0,0,4.64090031,173.64638,1.28,35.512,2.45E+03,30.09,1155,421.08,296.9,6463,4.5,0.826
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,3.747838198,171.66504,1.121,5.0642,6.16E+02,13.65,1031,266.76,138.2,5514,4.569,0.826
CONFIRMED,CANDIDATE,0,0,0,0,14.74914825,138.77799,0.173,6.0995,4.30E+02,2.89,874,137.91,107.4,5847,4.191,1.402
CONFIRMED,CANDIDATE,0,0,0,0,21.81295996,174.01085,0.053,4.3791,1.18E+03,3.38,639,39.33,37.8,5601,4.41,0.999
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,7.91936937,172.181092,0.733,3.3148,1.51E+04,10.34,814,104,389,5690,4.588,0.776
CANDIDATE,CANDIDATE,0,0,0,0,1.028436523,170.228582,1.5734,1.8606,8.10E+03,72.77,1947,3400.48,89.6,6228,4.428,0.99
CONFIRMED,CANDIDATE,0,0,0,0,15.37562369,173.61402,0.692,3.3169,1.53E+04,11.01,600,30.54,166,4986,4.496,0.833
CONFIRMED,CANDIDATE,0,0,0,0,8.10363271,176.9486,0.047,3.161,8.88E+02,2.11,687,52.82,39.3,4861,4.574,0.732
CONFIRMED,CANDIDATE,0,0,0,0,4.71510843,134.96178,0.258,2.506,4.18E+02,1.46,823,108.84,21.3,4861,4.574,0.732
CONFIRMED,CANDIDATE,0,0,0,0,6.365839713,171.13575,0.524,2.9721,7.81E+02,2.44,914,165.33,70.8,5776,4.554,0.849
FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,5.97581754,174.77602,0.941,3.065,9.62E+02,3.86,1047,284.25,50.3,6108,4.471,0.997
FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,2.446737317,170.66951,1.241,4.7211,1.18E+03,26.25,1261,597.19,110.2,5764,4.548,0.863
CONFIRMED,CANDIDATE,0,0,0,0,3.04033046,169.9490106,0.736,1.8411,1.09E+04,8.99,1021,257.29,568.2,5035,4.519,0.791
CONFIRMED,CANDIDATE,0,0,0,0,15.33528675,174.00278,0.773,3.897,3.08E+03,5,610,32.67,86.6,5251,4.581,0.817
CONFIRMED,CANDIDATE,0,0,0,0,7.95825328,137.80219,0.706,4.377,5.00E+01,1.06,1074,314.15,14.7,5847,4.191,1.402
CONFIRMED,CANDIDATE,0,0,0,0,31.33046135,153.43031,0.798,5.176,5.07E+03,6.5,481,12.61,117.2,5251,4.581,0.817
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.9043425,173.393734,0.709,3.831,1.62E+04,12.28,1104,351.05,323.4,5810,4.526,0.898
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,9.286358079,171.8214689,0.377,3.49949,4.48E+04,17.61,796,95.03,1671.1,5670,4.523,0.821
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,3.951405455,173.276125,1.276,2.1862,2.45E+03,31.44,1133,388.71,117.2,6046,4.539,0.869
CONFIRMED,CANDIDATE,0,0,0,0,23.65369415,171.376107,0.008,8.2183,3.34E+03,7.89,731,67.65,266.3,5739,4.191,1.384
CONFIRMED,CANDIDATE,0,0,0,0,13.23352214,140.32196,0.014,6.7372,5.05E+02,3.06,888,146.67,49.1,5739,4.191,1.384
CONFIRMED,CANDIDATE,0,0,0,0,6.15560285,134.81656,0.235,4.9843,2.85E+02,2.32,1146,406.94,35.1,5739,4.191,1.384
CONFIRMED,CANDIDATE,0,0,0,0,2.090811305,134.17462,0.746,3.388,1.16E+02,1.62,1642,1718.04,19.9,5739,4.191,1.384
CONFIRMED,CANDIDATE,0,0,0,0,3.180027898,133.49863,0.196,3.5797,1.20E+02,1.53,1458,1066.86,50.4,5847,4.191,1.402
CONFIRMED,CANDIDATE,0,0,0,0,50.4467417,178.5014,0.379,7.159,3.70E+02,2.67,568,24.64,19.4,5739,4.191,1.384
CONFIRMED,CANDIDATE,0,0,0,0,11.76307164,180.93613,0.048,2.9076,1.04E+03,2.35,616,33.99,48.9,4959,4.603,0.756
CONFIRMED,CANDIDATE,0,0,0,0,56.2279271,132.29259,0.7,3.57,8.63E+02,2.37,366,4.22,20.9,4959,4.603,0.756
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,2.384052875,171.58362,1.178,3.0918,1.27E+03,17.06,1010,244.87,50.5,4794,4.58,0.701
CONFIRMED,CANDIDATE,0,0,0,0,7.953547,174.66224,0.3,2.6312,8.75E+02,2.25,696,55.37,38.4,4768,4.536,0.779
CONFIRMED,CANDIDATE,0,0,0,0,4.14451656,135.92831,0.004,2.3421,3.92E+02,1.48,864,132.08,22.8,4768,4.536,0.779
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,4.859386384,173.011469,1.259,2.2757,6.04E+03,38.33,1114,364.23,269.7,6072,4.47,0.988
CONFIRMED,CANDIDATE,0,0,0,0,10.52629458,176.522462,0.644,2.5211,9.77E+03,8.24,713,61.16,482.3,5386,4.553,0.793
CONFIRMED,CANDIDATE,0,0,0,0,4.583520948,169.973972,0.045,2.7055,3.81E+03,5.39,1038,274.98,99.5,5815,4.54,0.877
CONFIRMED,CANDIDATE,0,0,0,0,3.76181843,171.90364,0.926,3.5176,5.11E+02,2.66,1121,372.62,35.9,5653,4.472,0.949
CONFIRMED,CANDIDATE,0,0,0,0,8.20396958,169.69138,0.823,2.9667,1.02E+03,3.01,742,71.5,54.4,5015,4.499,0.826
CONFIRMED,CANDIDATE,0,0,0,0,14.49645186,143.41659,0.97,4.016,6.48E+02,3.01,613,33.48,25.7,5015,4.499,0.826
CONFIRMED,CANDIDATE,0,0,0,0,6.54626149,133.85964,0.644,2.75,6.56E+02,2.19,810,101.78,24.8,5251,4.581,0.817
CONFIRMED,CANDIDATE,0,0,0,0,12.71809866,175.35526,0.427,3.0957,1.15E+03,2.31,562,23.6,52.7,4702,4.592,0.686
CONFIRMED,CANDIDATE,0,0,0,0,36.06588163,198.58423,0.26,4.3246,1.56E+03,2.64,397,5.88,51.7,4702,4.592,0.686
CONFIRMED,CANDIDATE,0,0,0,0,4.190425659,171.44122,0.458,2.8589,2.88E+03,6.21,1234,547.9,240.6,6073,4.392,1.135
CONFIRMED,CANDIDATE,0,0,0,0,3.709870784,171.987982,0.023,3.0694,2.02E+03,4.35,1151,415.1,116.1,5727,4.463,0.978
CONFIRMED,CANDIDATE,0,0,0,0,16.3297527,177.29506,0.791,6.271,1.19E+03,3.75,727,66.08,74.6,5878,4.444,0.987
CONFIRMED,CANDIDATE,0,0,0,0,27.80756622,186.713552,0.782,4.21587,2.54E+04,13.84,554,22.24,748.1,5862,4.584,0.785
CONFIRMED,CANDIDATE,0,0,0,0,80.8723469,203.895,0.527,11.195,3.60E+03,7.59,452,9.88,160.9,5510,4.222,1.238
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,3.166465862,172.002627,1.266,2.9381,4.36E+03,26.82,954,196.31,122.1,4968,4.575,0.704
CONFIRMED,CANDIDATE,0,0,0,0,24.99324319,138.68167,0.686,5.9409,2.70E+02,2.29,712,60.88,62,5718,4.181,1.317
CONFIRMED,CANDIDATE,0,0,0,0,10.35533116,170.93729,0.029,3.1775,7.51E+02,2.47,777,86.22,49.2,5501,4.462,0.918
CONFIRMED,CANDIDATE,0,0,0,0,16.08518937,180.28319,0.867,3.984,1.44E+03,3.68,613,33.43,62.6,5239,4.523,0.826
CANDIDATE,CANDIDATE,0,0,0,0,235.9986399,208.399822,0.778,8.2284,2.07E+04,10.59,188,0.29,271.8,4245,4.627,0.657
CONFIRMED,CANDIDATE,0,0,0,0,7.49018305,174.95037,0.02,2.7297,1.12E+03,2.56,753,76.06,53,5103,4.562,0.787
CONFIRMED,CANDIDATE,0,0,0,0,36.2761238,201.2869,0.035,4.7865,1.57E+03,3.03,445,9.29,45.5,5103,4.562,0.787
CONFIRMED,CANDIDATE,0,0,0,0,17.46087931,137.26594,0.594,2.2641,8.12E+02,2.32,568,24.6,22.6,5103,4.562,0.787
CONFIRMED,CANDIDATE,0,0,0,0,56.0560754,201.16578,0.018,4.685,1.63E+03,1.94,233,0.69,27.4,3593,4.757,0.491
CONFIRMED,CANDIDATE,0,0,0,0,41.40831669,195.78745,0.377,5.0264,2.28E+04,11.38,453,9.93,907.8,5522,4.586,0.747
CANDIDATE,CANDIDATE,0,0,0,0,39.74893077,172.854644,0.881,7.3051,1.52E+04,14.21,552,21.87,561.1,6122,4.487,0.964
CONFIRMED,CANDIDATE,0,0,0,0,5.715425977,174.87931,0.348,2.5242,9.08E+02,2.47,850,123.03,59.4,5237,4.572,0.826
CONFIRMED,CANDIDATE,0,0,0,0,49.18394185,141.911924,0.035,11.3364,1.65E+03,8.2,669,47.4,355.7,5626,3.907,2.057
CONFIRMED,CANDIDATE,0,0,0,0,20.0261412,146.91109,0.957,1.611,4.21E+02,2.28,559,23.14,10.7,5237,4.572,0.826
CANDIDATE,CANDIDATE,0,0,0,0,13.61014819,173.987319,1.081,2.594,5.73E+03,19.02,733,68.29,184.1,5697,4.46,0.903
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,10.44331991,175.4046,0.23,2.743,1.16E+03,2.66,667,46.94,51.7,4947,4.516,0.802
CONFIRMED,CANDIDATE,0,0,0,0,2.237489571,170.81914,0.128,1.8119,3.16E+02,1.41,1160,427.17,30.7,5265,4.58,0.81
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,5.851520671,173.8228336,0.211,3.11058,3.30E+04,14.62,901,155.89,1630.4,5532,4.53,0.806
CONFIRMED,CANDIDATE,0,0,0,0,3.167893418,172.147959,0.026,2.1814,7.81E+02,2.62,1221,526.23,64.8,5895,4.503,0.94
CONFIRMED,CANDIDATE,0,0,0,0,4.311780262,173.576483,0.196,2.7251,1.15E+03,3.11,1038,274.84,86.1,5527,4.484,0.927
CONFIRMED,CANDIDATE,0,0,0,0,20.0504494,188.08821,0.383,4.556,8.41E+02,2.69,622,35.44,37.8,5527,4.484,0.927
CONFIRMED,CANDIDATE,0,0,0,0,9.76734503,186.57718,0.9,1.6585,5.69E+02,2.67,791,92.46,21.1,5527,4.484,0.927
CANDIDATE,CANDIDATE,0,0,0,0,119.0207044,222.236492,0.076,8.1405,7.43E+03,8.98,366,4.25,223.5,5453,4.342,1.062
CONFIRMED,CANDIDATE,0,0,0,0,190.3200468,312.68498,0.812,15.284,1.14E+03,7.78,426,7.8,139.3,5626,3.907,2.057
FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,2.861159894,171.648106,0.965,1.8832,1.01E+03,4.37,1355,797.1,58.3,6126,4.458,1.021
CONFIRMED,CANDIDATE,0,0,0,0,26.44439337,194.12074,0.03,3.9783,1.84E+03,3.91,562,23.54,88,5427,4.463,0.929
CONFIRMED,CANDIDATE,0,0,0,0,51.53997972,174.055011,0.183,6.3994,3.64E+03,5.51,450,9.67,155.5,5427,4.463,0.929
CONFIRMED,CANDIDATE,0,0,0,0,5.902245782,136.78393,0.209,2.9003,7.02E+02,2.43,926,173.74,59.3,5427,4.463,0.929
CONFIRMED,CANDIDATE,0,0,0,0,2.382951591,135.080841,0.479,1.8876,3.92E+02,1.86,1253,583.01,41.4,5427,4.463,0.929
CONFIRMED,CANDIDATE,0,0,0,0,21.02250608,207.67593,0.036,4.1072,1.77E+03,3.07,521,17.48,62.4,5067,4.585,0.75
CONFIRMED,CANDIDATE,0,0,0,0,3.219814777,133.00406,0.06,2.0642,4.88E+02,1.69,998,234.93,30.5,5103,4.562,0.787
CONFIRMED,CANDIDATE,0,0,0,0,5.912273234,172.184012,0.17,2.3254,9.61E+02,1.73,585,27.72,62.8,4072,4.696,0.57
CONFIRMED,CANDIDATE,0,0,0,0,8.98581901,175.68418,0.008,2.8606,8.81E+02,1.65,509,15.9,51.8,4072,4.696,0.57
CANDIDATE,CANDIDATE,0,0,0,0,12.94066866,179.423014,0.897,2.4845,4.25E+04,22.94,723,64.64,307.5,5875,4.572,0.809
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,20.5452375,137.91394,0.95,2.517,2.19E+02,2.41,742,71.57,18.5,5670,4.206,1.264
CONFIRMED,CANDIDATE,0,0,0,0,33.60123371,186.680343,0.67,4.4056,7.43E+03,8.46,495,14.22,247.9,5149,4.447,0.93
CONFIRMED,CANDIDATE,0,0,0,0,6.76652928,138.0637,0.429,2.9004,4.51E+02,1.97,845,120.48,29.2,5149,4.447,0.93
CONFIRMED,CANDIDATE,0,0,0,0,4.347288783,172.23343,0.025,2.1024,4.52E+02,2.36,1174,449.79,39.7,5754,4.345,1.122
CONFIRMED,CANDIDATE,0,0,0,0,4.601811819,169.98108,0.567,2.2607,7.56E+02,2.35,896,152.91,60.8,4986,4.496,0.833
CONFIRMED,CANDIDATE,0,0,0,0,11.18719905,137.17814,0.387,3.252,3.54E+02,1.55,667,46.65,21.9,4986,4.496,0.833
CONFIRMED,CANDIDATE,0,0,0,0,4.220965778,170.622433,0.705,3.0854,2.26E+03,2.62,595,29.68,157.8,3837,4.747,0.517
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,6.998099523,171.898913,7.361,2.0488,2.03E+04,588.66,853,125.22,192.3,5612,4.566,0.829
CONFIRMED,CANDIDATE,0,0,0,0,5.95489993,170.955871,0.327,2.3892,1.41E+03,2.33,635,38.52,87.2,4261,4.641,0.633
CONFIRMED,CANDIDATE,0,0,0,0,12.03987488,181.22536,0.286,2.7363,1.25E+03,2.18,502,15.06,57.6,4261,4.641,0.633
CONFIRMED,CANDIDATE,0,0,0,0,20.83762895,132.08488,0.706,2.3734,4.39E+02,1.42,418,7.24,14.9,4261,4.641,0.633
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,8.8111022,136.4568,1.223,5.0683,4.01E+02,63.66,1399,904.92,76.8,6200,3.8,2.404
CONFIRMED,CANDIDATE,0,0,0,0,23.58917143,173.81994,0.926,5.073,1.20E+03,3.16,487,13.34,53.3,4919,4.566,0.721
CONFIRMED,CANDIDATE,0,0,0,0,6.481633073,122.977657,0.833,3.784,2.99E+02,2.54,1145,406.25,125.6,5945,4.213,1.302
CONFIRMED,CANDIDATE,0,0,0,0,10.37168928,172.61729,0.537,3.035,1.25E+03,3.2,720,63.68,64.5,5121,4.457,0.888
CONFIRMED,CANDIDATE,0,0,0,0,3.96996298,137.75447,0.836,1.1757,2.99E+02,1.78,992,229.37,15,5121,4.457,0.888
CONFIRMED,CANDIDATE,0,0,0,0,4.40841331,172.18582,0.899,5.012,5.49E+02,2.66,1139,398,45.1,6007,4.457,0.961
FALSE POSITIVE,FALSE POSITIVE,0,1,1,1,7.9426176,174.52563,0.942,6.703,1.59E+03,4.68,878,140.57,60.4,5811,4.521,0.926
CONFIRMED,CANDIDATE,0,0,0,0,226.8904775,207.35971,0.731,7.558,3.14E+03,4.53,236,0.73,46.8,5067,4.585,0.75
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.956811408,170.694208,1.091,2.1958,2.49E+04,21.58,1109,357.16,125.4,5209,4.657,0.603
CANDIDATE,CANDIDATE,0,0,0,0,2.688899233,170.1020904,0.001,2.11275,3.75E+04,12.04,929,175.76,1011.6,4820,4.667,0.639
CONFIRMED,CANDIDATE,0,0,0,0,9.439459486,177.186096,0.049,2.8979,3.04E+03,4.16,686,52.32,175.2,5097,4.597,0.779
CONFIRMED,CANDIDATE,0,0,0,0,11.52306746,131.969055,0,3.8757,5.07E+02,3.13,927,174.81,142,5644,4.162,1.411
CONFIRMED,CANDIDATE,0,0,0,0,20.47748843,178.66786,0.497,2.8364,1.38E+03,2.92,530,18.65,52.7,5097,4.597,0.779
CONFIRMED,CANDIDATE,0,0,0,0,3.336123113,135.31623,0.252,1.9616,5.16E+02,1.74,970,209.79,41.6,5097,4.597,0.779
CONFIRMED,CANDIDATE,0,0,0,0,8.01078456,170.20739,0.192,2.312,1.33E+03,1.72,453,9.9,48.5,3713,4.779,0.47
CONFIRMED,CANDIDATE,0,0,0,0,12.07134205,143.45948,0.014,4.3224,7.59E+02,1.29,395,5.74,31,3713,4.779,0.47
CONFIRMED,CANDIDATE,0,0,0,0,20.99587872,152.31554,0.228,2.6333,7.67E+02,1.3,328,2.74,18.2,3713,4.779,0.47
CONFIRMED,CANDIDATE,0,0,0,0,7.41113177,175.34754,0.712,2.5242,6.21E+02,2.45,905,158.11,50.4,5849,4.517,0.919
FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1.000747038,169.974229,0.908,0.9967,1.82E+03,4.14,1620,1635.2,147.4,5472,4.499,0.79
CONFIRMED,CANDIDATE,0,0,0,0,8.884922995,169.991686,0.069,2.07004,1.61E+04,10.51,770,83.21,388.2,5332,4.5,0.843
